@image,Date,Work Title,Cat.,width,height,materials,Ownership,Price,Column2
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-07.jpg,1989,Fluttering and Dancing No.1,M,28,23,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-08.jpg,1989,Fluttering and Dancing No.2,M,18,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-09.jpg,1989,Derwent Dawn Reflections,M,30,40,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-10.jpg,1989,Derwent Dawn Rampsholme,M,24,30,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-11.jpg,1989,Derwent Dawn The Island,M,30,40,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-13.jpg,1989,Cliff House No.1,C,36,28,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-14.jpg,1989,Ciff House No.2,C,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-15.jpg,1989,"Sandra, Treen Rock",C,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-16.jpg,1989,Sandra Waterfall,M,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-17.jpg,1989,Reflecting on Derwent Water No.1,O,28,36,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-18.jpg,1989,Reflecting on Derwent Water No.2,O,36,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-19.jpg,1989,Reflecting on Derwent Water No.3,O,30,40,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-20.jpg,1989,Sky Hole,M,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-21.jpg,1989,Chatham Kent Express,O,28,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-22.jpg,1989,St Pauls,O,40,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_89-23.jpg,1989,Gutchers Isle,C,40,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-01.jpg,1990,Winter Glow No.1,M,30,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-02.jpg,1990,Dawn Cat Bells,M,24,30,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-03.jpg,1990,Winter Glow No.2,M,40,30,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-04.jpg,1990,On the Edge,M,28,36,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-05.jpg,1990,Key Hole,C,30,40,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-06.jpg,1990,Bass Rock,C,36,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-07.jpg,1990,Gable,M,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-08.jpg,1990,Below Zennor,C,18,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-10.jpg,1990,Porth Ledden No.1,C,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-12.jpg,1990,"Smooth as a Babies Bottom ""No body knows the places I have been, no body knows the trouble I have seen""",O,23,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-13.jpg,1990,Porth Ledden No.2,C,28,25,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-14.jpg,1990,Zennor Swimming Hole,C,20,25,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-15.jpg,1990,Heron Pike,M,18,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-16.jpg,1990,Onwards and upwards,M,20,18,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-18.jpg,1990,Kidsty Snow,M,24,31,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_90-19.jpg,1990,Nan Bield,M,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-01.jpg,1991,Dale Head,M,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-02.jpg,1991,Moor Divock,M,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-03.jpg,1991,Riggindale Ridge,M,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-04.jpg,1991,Voices In the Mist,M,48,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-05.jpg,1991,Fallen Star,O,23,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-06.jpg,1991,Suffer the Little Children,O,32,26,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-07.jpg,1991,Material Man,O,26,32,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-08.jpg,1991,The Green Man (Heseltine),O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-09.jpg,1991,The Voyeur,O,48,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-10.jpg,1991,The Poet Contemplates the Burnt Out Forest,O,23,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-11.jpg,1991,The Old Man of the Sea,C,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-12.jpg,1991,Lord of the Dance,O,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-13.jpg,1991,The Face Behind the Mask,O,36,48,Oil on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-14.jpg,1991,Dancer reflect on Timea Past Forgotten Dreams,O,24,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-15.jpg,1991,Valley Light,M,24,30,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-16.jpg,1991,Summit Cloud,M,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-17.jpg,1991,Made Up,O,26,32,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-18.jpg,1991,The Message,O,26,32,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-19.jpg,1991,Harter Fell,M,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_91-20.jpg,1991,Crinkle Crags,M,28,36,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-01.jpg,1992,Who's Who,O,23,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-02.jpg,1992,Dangerous Liasion,O,36,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-03.jpg,1992,Protection Racket,O,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-04.jpg,1992,Two Into One,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-05.jpg,1992,Desert Norm,O,24,30,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-06.jpg,1992,Poeti Del Rock,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-07.jpg,1992,Edmondo,O,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-08.jpg,1992,Inhabitants of the Sea,O,36,48,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-09.jpg,1992,Blind Mans Buff,O,18,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_92-10.jpg,1992,M‚nageÿ…ÿtrois,O,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-01.jpg,1993,Maddona of the Fireworks,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-02.jpg,1993,Emily On The Fringe,O,20,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-03.jpg,1993,The Dispossessed,O,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-04.jpg,1993,Graziella,O,30,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-05.jpg,1993,Selene,O,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-06.jpg,1993,Initiation Rites,O,48,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-07.jpg,1993,Guardian of the Fleece,O,36,28,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_93-08.jpg,1993,Emergence,O,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-01.jpg,1994,Genovesi Shadows No.1,O,26,38,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-03.jpg,1994,Genovesi Shadows No.3,O,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-04.jpg,1994,Life Line (Leonard Cohen),O,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-05.jpg,1994,Wandering in the Secret Garden,O,29,36,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-06.jpg,1994,British Jungle Dances (study),O,30,40,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-07.jpg,1994,Red Blue and Ochre  No.1,O,36,48,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-08.jpg,1994,British Jungle Dances (study 1),O,9,11,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-09.jpg,1994,British Jungle Dances (study 2),O,,,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_94-10.jpg,1994,Vision of Sandra Genova,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\wc-95-01.jpg,1995,Red Blue and Ochre (Study),O,,,Water Colour,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_95-01.jpg,1995,British Jungle Dances No.1,O,24,18,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_95-02.jpg,1995,British Jungle Dances No.2,O,27,31,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_95-03.jpg,1995,Fighting the Deamons,O,30,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_95-04.jpg,1995,British Jungle Dances No.3,O,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_95-05.jpg,1995,Delirium No.1,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_95-06.jpg,1995,Pursuit,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-01.jpg,1996,Centre Stage No.2,O,30,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-02.jpg,1996,Union Dance Delirium No.2,O,30,24,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-03.jpg,1996,Union Dance 'Arros Con Mangos No.1',O,28,23,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-04.jpg,1996,Angle Tarn Beck 'Arabesque',M,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-05.jpg,1996,Union Dance 'Arros Con Mangos No.2',O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-07.jpg,1996,Union Dance 'The Thrill is Gone',O,48,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-08.jpg,1996,Centre Stage No.1,O,24,18,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_96-09.jpg,1996,Arros Con Mangos (Study),O,9,10,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-03.jpg,1997,Simone,O,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-06.jpg,1997,Guardian of the Pool,S,,,Limestone,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-11.jpg,1997,Tarn Rocks,M,30,23,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-12.jpg,1997,Distant Helvellyn,M,20,16,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-13.jpg,1997,Above Ullswater,M,20,16,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-14.jpg,1997,Above Small Water,M,20,16,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-15.jpg,1997,Save the Last Dance forMe,O,28,36,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-16.jpg,1997,Vertiginous No.3,M,30,24,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-17.jpg,1997,Vertiginous No.1,M,48,36,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-18.jpg,1997,Vertiginous No.2,M,30,40,Oil on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-19.jpg,1997,Penrhyn Llyn No.1,C,24,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-20.jpg,1997,Penrhyn Llyn No.2,C,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_97-21.jpg,1997,Penrhyn Llyn No.3,C,24,18,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-01.jpg,1998,Knipe Scar No.1,M,18,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-02.jpg,1998,Knipe Scar No.2,M,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-03.jpg,1998,Lava flow,M,18,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-04.jpg,1998,Red Path No.1,M,24,18,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-05.jpg,1998,Red Path No.2,M,24,18,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-06.jpg,1998,Alps from Peach Air,M,17,12,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-07.jpg,1998,Carrara,M,16,20,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-08.jpg,1998,From the Hotel Belletini,O,12,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-10.jpg,1998,Ponte Vecchio,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-11.jpg,1998,Santo Spirito,O,20,16,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-12.jpg,1998,Choice,O,30,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-13.jpg,1998,Gates of Paradise,O,18,24,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-14.jpg,1998,Naked Magdalene,O,21,31,Oil on Board,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-15.jpg,1998,Journeys End,O,18,24,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-16.jpg,1998,Peoples Maddona No.1,O,24,18,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-17.jpg,1998,Peoples Madonna (Leonardo),O,36,28,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-18.jpg,1998,Penitent Magdalene,O,48,36,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-20.jpg,1998,Christo,O,24,30,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-21.jpg,1998,Death of a Princess,O,28,36,Oil on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-22.jpg,1998,Awakening No.1,O,28,36,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-24.jpg,1998,Dumo,O,14,12,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_98-25.jpg,1998,Sky Hole,O,12,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-01.jpg,1999,Via Vecchia Fiesolana No.1,O,12,14,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-02.jpg,1999,Via Vecchia Fiesolana No.2,O,24,30,Acrylic on Canvas,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-03.jpg,1999,Via Vecchia Fiesolana No.3,O,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-04.jpg,1999,Via Vecchia Fiesolana No.4,O,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-05.jpg,1999,Via Vecchia Fiesolana No.5,O,36,28,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-06.jpg,1999,Via Vecchia Fiesolana No.6,O,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-07.jpg,1999,Via Vecchia Fiesolana No.7,O,24,30,Oil on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-08.jpg,1999,Fishermen No.1,O,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-11.jpg,1999,Via Dante Alighieri No.1,O,9.25,12.25,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-12.jpg,1999,Via Dante Alighieri No.2,O,9.25,12.25,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-13.jpg,1999,Via Bandini,O,8.5,9.5,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-14.jpg,1999,Prophet,S,,,Oak,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-15.jpg,1999,Crucifixion,O,48,36,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-16.jpg,1999,Judgement,O,40,30,Acrylic on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-17.jpg,1999,Solar Eclipse No.1,M,,,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-18.jpg,1999,I Really Like The Beauty of Our Weapons,O,36,48,Oil on Canvas,Artist's Collection,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-19.jpg,1999,Awakening No.2,O,40,30,Oil on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-20.jpg,1999,Fishermen No.2,C,7,10,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-21.jpg,1999,Fishermen No.3,C,11.5,14,Oil on Board,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_99-22.jpg,1999,Via Vecchia Fiesolana the top,O,,,,,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-01.jpg,2000,Totem,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-02.jpg,2000,Shepherd,S,,,Lazonby Sandstone,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-04.jpg,2000,Cannon,S,,,Beech,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-05.jpg,2000,Family,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-07.jpg,2000,Omaggio alla vagina,S,,,Oak,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-08.jpg,2000,Lunar Eclipse,M,12,14,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-09.jpg,2000,Solar Eclipse No.2,M,24,30,Acrylic on Canvas,Available,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_00-10.jpg,2000,Flight,S,,,Beech,Sold,,.jpg
C:\Users\Craig\Documents\GitHub\peterliddle.github.io\assets\artistswork\450\WM_01-03.jpg,2001,Homage to Hepworth,S,,,Beech,Sold,,.jpg
